1::George Lucas::420
172605::Bruce Taylor::2246
172614::Ilona Wilson::2792
172639::Humberto Ortiz::2478
172664::Rondi Reed::448|2827
172667::Tony Rosato::310
172677::Michael Keys Hall::1672|1779
172680::Penelope Branning::337
172695::Lise Hilboldt::210|2640|3550
172696::June Christopher::169|503|1911|1961|3499
172705::Richard Easton::1224|3044
172725::John Doolittle::2147|2986|3120
172734::Don Yesso::2052|2252|2496|2828
172736::Wendy Goldman::2794|3313|3684
172747::David Cameron::3702
172757::Eric Schneider::2120
172800::Elisabeth Rosen::3857
172814::Kiara Hunter::842
172822::Christopher Kennedy::1422
172843::L. Harvey Gold::384|662|1731
172851::Ray Galletti::2545
172855::Terrance Leigh::112
172915::Noah Dalton Danby::2772|3484
172944::Philip Gilbert::2642
172953::Robert Bridges::1298
172962::John F. Parker::2640
172990::Alonso Oyarzun::3316
173008::Taayla Markell::3452
173065::Melissa Rivers::3240
173117::Timothy Fall::2476
173133::Robert Himber::1655|1661
173136::Tracy Smith::3525
173146::Richard Partlow::2525
173158::Brian McGovern::1442
173172::Ben Masters::2971
173177::Sonia Jackson::377|3258
173192::Jonathan Chapin::269|1986|2144|2248|2915
173193::Bo Jackson::1006
173219::Rick Dees::3478
173251::Alison Moir::234|262
173263::Jill Whelan::2791
173264::Wanda Acuna::61|2835|3243
173269::Dimitri Diatchenko::1586
173277::Robb Skyler::1513|2496
173310::Shane Kelly::379
173362::Joely Collins::240
173373::Noel Trevarthen::2863
173382::Jennifer Ward-Lealand::1891
173385::Rebecca Hobbs::1891
173428::Bridget Hoffman::1215
173431::Bruce Allpress::509
173445::Danny Lineham::799
173450::Karen Sheperd::2440
173451::Jed Brophy::247|1241
173544::Sonny Gordon::2254
173578::Tony Ward::1137
173581::Norman Fairley::2173
173601::Glen Drake::247
173604::Katrina Browne::1891
173666::Jason Done::1183
173668::Peter Sullivan::1687
173739::Ned Schmidtke::836|1569|1833|3667
173742::Jessica Pennington::619
173756::E.E. Bell::1608|1839
173776::Mary Linda Phillips::34|364
173784::Kristoffer Ryan Winters::1810
173807::Traber Burns::1633
173810::Sayed Badreya::316|380|401|785|2890|3006
173850::John Henry Whitaker::2199
173886::Joseph Patrick Kelly::733|1552|2353|3717|3825
173929::Bob Harris::2051
174037::Michael Reid MacKay::19|47|174|1551|1562|2320|3709
174054::Robert Vinson::3024
174070::Joan Foley::193|2526|3708
174097::Barry Bell::2119|2464
174106::Keith Flippen::513|2448
174107::Jennifer McComb::1569
174117::Lorri Lindberg::1091
174125::Deborah Hobart::195|241|243|1644
174133::Rebecca Koon::195|513|805|1460
174140::Carl Espy::27|2709
174146::Mary Lucy Bivins::518
174188::Elaine Nalee::2709
174223::Arian Ash::3950
174241::Terrence Currier::195|1687|1703|2803|3420
174248::Ronn Carroll::1974|1977|2148|2149
174254::Joanne Pankow::471|518|2233|2558|3534|3797
174280::Wendy Fowler::2485
174355::Mindi Iden::3770
174356::Jerry Summers::2728|3427
174382::George Rossi::1398|1564
174420::Lisa Maxwell::2140
174426::Ivan J. Rado::599|3661
174461::Katy Carmichael::96
174462::Lara Jill Miller::3945
174492::Ant::2725
174522::Raymond Adamson::1318|1949
174577::Katya Gardner::751
174580::Judah Katz::182|310|1047|1483
174600::Dale Raoul::2496|2809|3912
174639::Sudie Bond::3284
174651::Abbey Lincoln::3425
174653::Roger Wilson::3688|3689
174672::Liz Coke::2979
174700::Angela Curran::501|1041|3163
174710::Frank Mills::117|3678
174727::Lesley Nicol::3538
174745::Niamh Cusack::3353
174791::Jacquelyn Houston::1599
174792::Deion Sanders::710
174793::Tom Gibis::94
174797::Leonard O. Turner::1756|3358
174798::Butch McCain::65|2438
174848::Penelope Sudrow::1290|1970
174860::Lora Staley::2915
174871::Florence Schauffler::447|3525|3840
174872::Craig Berenson::2478|2791
174873::Bennett Liss::3135
174893::Annabella Price::2316|3912
174894::Ben Lemon::466|1370|1485
174906::Shelly Desai::737|839|849|2253|3418
174912::Laura Owens::1993
174914::Bill Miller::593
174936::Maury Cooper::3015
174943::Paul Desmond::266|1242|2433
174952::Jean Daigle::3178|3886
174954::Gene Mack::172|295|317|407|463|2378
174966::Devin Kamin::449|3248
174967::Lauren Sinclair::1573
174982::Neil Pearson::2962
174992::Edith Fellows::1928
175002::Fred Dennis::1228
175008::John Ford Noonan::125|2133
175011::James Hardie::725|2716
175017::Michael Prince::2749|2819|3431
175026::James Arone::603|2525|2574
175037::Leigh French::503|1095|1824|1983|2072|2301|2312
175055::Kymberly Herrin::2406
175060::Karen Petrasek::1270
175066::Carolyn Coates::2639|3069|3468|3529
175078::William Glover::709|2180
175081::Savannah Smith Boucher::84|3506
175082::Jim Dratfield::593
175087::Carrie Nye::3016
175120::Evan Mirand::47|2959
175154::Michael Nardone::3748
175194::Paul Begala::556
175221::Patricia Harras::3354
175300::Matthew Burton::3874
175302::Louis Del Grande::2130
175308::Lisa Hynes::3128
175368::Frank Kelly::1180|3523
175403::Matt Zimmerman::1949
175468::Michael Horse::1102
175483::Gabrielle Carteris::1439
175489::Kathy Wagner::1995
175511::Matt Levin::1382|1676
175540::Richard Chaim::179
175553::Blaze Berdahl::2513|3400
175560::Kenny Robinson::3183
175561::Hamish McEwan::1677
175588::Rueben Grundy::2169
175594::Kim Harris::1903
175600::Max Daniels::6|380|1769
175604::Shanna Moakler::2556|2809|3064
175615::Mauricio Ochmann::2497
175630::Charlie Talbert::700
175660::Zoe McLellan::62|1498
175678::Karen S. Gregan::2719
175734::Fran Gebhard::2380
175787::Nancy Giles::1317|2245|2561|2797
175791::Liem Whatley::465
175806::Joanna Lipari::1971|3614
175834::Gideon Jacobs::3078
175871::George Orrison::105|1266|1459|2401|3834
175910::Simon Cadell::2138
175919::Neil Stuke::607|1680|3899
175960::Colleen Coffey::1037
175965::Glynn Edwards::2263|2983|3781|3947
175975::Derek Benfield::2377|3171
175977::Patricia Hodge::1749|2313
175987::Jeff Cesario::2392
175999::Eric Briant Wells::512|2002|2005
176006::Arthur Eng::172|747|3183
176012::Robin Quivers::1476
176023::Beck::2354
176027::Gloria Steinem::830
176029::Jake Johannsen::2507|3208
176031::Todd Barry::3617
176035::Kirk Baily::2438
176043::Michael Bolton::1439
176053::John Erwin::2011
176093::John Cassady::1081|1275|2399|2640
176101::Angus MacKay::2794|3547
176104::Michael Bilton::2178
176132::Trevor Byfield::10
176186::Gresby Nash::1696
176191::Andrew Havill::43|2437
176201::Grant Masters::1041
176215::Robert Goodman::3053
176216::David Phelan::648|1696
176218::Tom Keller::263
176227::Richard Dillane::2549
176228::Mark Spalding::1722|3081
176246::Kevin Yagher::2464
176254::Sandra Dickinson::13|2642|3877
176312::Cameron Thor::480|2268|3489
176322::Tom Noga::327
176325::Josef Rainer::303
176329::Charles Boswell::227|280
176340::Charles Martinet::186|1625
176348::Fred D. Scott::2134|3031
176352::Caskey Swaim::1978
176358::Pamela Bowen::2289|2772
176373::Ken Strong::519
176386::Steven Anthony Jones::2431
176419::Al Wiggins::282|3617
176430::Janell McLeod::2514
176436::Hadley Eure::513|2719
176442::Mert Hatfield::1091
176445::Paul Harper::599
176446::Kermit Murdock::1950|3330
176448::Jack Verbois::1983|2988|3527
176456::Jane Lambert::3371|3732
176462::Felipe Turich::3121
176463::Fernando Escandon::558
176475::Ted White::1980|2105|2258|2406|2756|3433|3576|3699|3731
176490::Amanda Barfield::3225
176507::Peter Ford::2940
176534::Havis Davenport::904
176543::Ken Murray::2098
176546::Fanni Green::1119|1317|3130
176555::Larry Marshall::3392
176592::Bruno Iannone::1227|2375
176594::James Costa::1603|2963
176628::Anthony DeSando::67|187|1612|2510|2631
176655::Clayton Prince::2926
176740::Anthony Giaimo::141|227|762|1805
176759::Ann Hamilton::1546
176824::James Parris::2332
176893::Robert Breuler::1366
176924::Rick Cicetti::1036
176933::Blumen Young::3257
176937::Norman Alexander Gibbs::2344|2791
176954::Tommy Morgan Jr.::63|3276
176957::Benny Quan::2979
176958::Mario Todisco::471|486|1112|1245
176969::Mario Di Donato::47
176978::Gregory Vignolle::3064
176986::Deborah Taylor::3700
177008::Ray Chang::87|1918
177022::Rosalyn Coleman::2996|3860
177049::Paul Hewitt::507|619|2252|2289|2433
177063::Jason Andrews::259|1510|1673|2188|3160
177100::Vincent Castellanos::839|1499
177114::Katherine Kendall::1060
177131::Shaun Duke::605|2840|3256|3299
177164::Wendy Braun::1732
177175::Michael Girardin::661|1672
177246::Mickey Toft::1877
177247::Rich Hebert::1597
177298::Joanna Bacalso::1753|1878
177412::Ada Maris::999|2262
177424::Mario Mendoza::2231
177425::Bill Boggs::375|1404|1558|1862
177434::Frank Gifford::1144
177437::Sam Seder::2171
177449::Raúl Ramírez::820
177493::George Ede::3735
177522::Kelly Monaco::2606
177542::John Pozer::1502
177560::Pamela Hart::1921|2171
177579::Tracy Waterhouse::3354
177588::André Sogliuzzo::1050|2424
177594::Kathryn Pogson::1199
177621::Melissa Samuels::3755
177623::Matthew Kimbrough::217|2372|2858|2912|3408
177692::Libby Langdon::785|2836
177765::Daniel Davis::1610
177872::Alexandra Wilson::1920
177883::Samaya Jardey::2342
177905::Joe Stevens::197|337|408|451|630|800|1804|2447|2552
177937::Earle Hyman::1938
177950::Kyle McCulloch::751
177966::Pat Sturges::1972
178006::Max Brandt::3212
178022::Lill Roughley::1542
178045::Gina Mari::1626|2296
178058::Karen Robinson::629|1468|2307
178068::Paul Sun-Hyung Lee::801
178097::Don McKillop::1321
178113::Mary McCarty::2017
178120::Helen Baron::1135|1994
178139::Ken Renard::1998|3494
178145::Gary Faga::1371
178148::Juliette Marshall::500
178160::Christopher Bland::2254
178173::Carol Williard::597
178188::Jeanie Van Dam::605
178202::Hilda Haynes::3789
178224::Anne Bruner::1983
178232::Bob Elliott::429
178310::Danielle Aubry::3922
178322::Lili Kardell::3136
178334::Saundra Edwards::3548
178336::Kay Stewart::936
178368::Alana Ladd::3871
178393::Buzz Martin::2669
178403::Richard Peel::1031
178411::Douglas Lambert::3550|3638
178418::Patricia Rainier::2408
178446::Caroline Barclay::196|606|1625
178452::Tony Guma::3001
178544::Michael Tylo::2308
178557::James Lancaster::1140|1370|1721
178579::Ginny Holder::1749|2549
178608::Elizabeth McKechnie::1528
178610::Morgan Hopkins::1539
178622::Ramon Tikaram::15|1475
178635::David MacCreedy::712
178650::Doug Llewelyn::1604|2423
178667::Herbert Siguenza::1613|2252
178678::Leonor Anthony::1440|1805
178681::Roberto Escobar::294
178693::Ken Enomoto::1390
178710::Brittany Levenbrown::1
178756::Peter Crowcroft::2135
178757::Nick Thompson::945
178780::Al Lewis::2863
178787::Barbara Beaird::2085
178813::Earl Montgomery::2635
178871::Jason Griffith::2626
178881::Dick Peabody::3806
178884::Émile Genest::2057
178887::Ned Wynn::3520|3922|3924
178888::Paul Busch::1211|3367
178916::Albert Szabo::2180
178926::Michael McDonald::240|2683|3573|3574
178954::Willy Kaufman::3059
178998::Jack Regas::2874
179028::John Young::1080|1957|2968
179055::Jon Shepodd::3546
179096::Ruben Moreno::2050|3037
179098::Fred Coby::3096
179121::Phyllis Coghlan::945|2135
179127::John Hudkins::3451|3873
179130::Monte Hale::948
179145::Diana Ewing::3194
179149::Laurie Mock::702
179150::Ralph Neff::3678
179184::Ron Honthaner::2055
179188::Neil Summers::318|416|2616|2756|2985
179204::Randolph Roberts::2528
179270::Bruce Dinsmore::369|1718
179280::Victoria Barkoff::1725|2570
179301::B. Constance Barry::3039|3524
179303::Maggie Task::3068
179313::Mickey Maga::2085
179314::Merritt Bohn::1267
179327::Jeffrey Sayre::930|1284|1344|1942|2031|2035|2040|2066|2532|3494|3656|3678
179352::Everett Glass::1070|2660|2664|3375
179370::Susan Cummings::900
179371::Rhoda Williams::1022
179383::Irene Dailey::1327|3201
179384::Pert Kelton::1934
179398::Jack Raine::2135|3333
179416::Sean Hewitt::488|742
179421::Gordon Masten::317|1725|3669
179441::Margot Finley::238|1005
179451::Ruth Lee::2203
179462::Frank Kreig::902|2662
179510::Manu Intiraymi::2580|3454
179512::Marv Albert::237|656
179526::Dick Enberg::2779|3868
179562::Alan Charof::432
179566::Adam Carl::3439
179573::Dan Leegant::2469
179577::Desmond Roberts::959|1930
179584::Jon Simanton::1495
179592::Peter Miller::1103|1301|2525
179625::Mark Venturini::1978
179646::Ethan Glazer::2681
179688::Jason Yribar::177
179771::Richard Ashton::1527
179816::Gemini Barnett::34|1777
179841::Scott Richards::2261
179851::Kanin Howell::3753
179882::Toby Holguin::3264
179887::Gilbert Rosales::394|2328|2334
179951::Kiva Lawrence::2891
179954::Quinn Duffy::788
179962::Alle Ghadban::1990
179973::Mark Nutter::1409
179982::Monique Mannen::397
180002::Elizabeth Liebel::2979
180053::Marek Probosz::270
180084::Evan Farmer::3744
180126::Yeniffer Behrens::315
180137::Aaron Smolinski::2640
180150::Vincent Young::623
180203::Claudia Besso::1733
180294::Kathleen Parker::1954
180422::Bryan Batt::171|1612
180435::Dominic Marcus::1468|2231|2763
180467::Rad Daly::161|3506|3624
180468::Robert DeLapp::1270
180518::Jerry Biggs::2070
180529::Sam Gauny::1378
180533::Melinda Renna::101|288|1034|1410|1620
180538::Brent Anderson::2807
180547::Alissa Alban::1888
180566::Kirk Sisco::2460
180609::Terumi Matthews::2578
180610::Miles Feulner::569
180614::Kathleen Sullivan::440
180625::Alonzo Mourning::673
180637::Joyce Cohen::2596
180648::Charlie Paddock::1552
180649::Tom Dreesen::3033|3174
180652::Micaela Nelligan::2596
180671::Kathy Mattea::368
180677::Jack Manning::1011|2757
180682::Falconer Abraham::172|629
180683::Dan Lett::559
180684::Elias Zarou::2380|3793
180686::Anthony J. Mifsud::747|3553
180688::Mary Beth Rubens::1987
180691::Janine Theriault::2439|3238|3537
180711::Gregg Burge::3423
180721::Buddy Douglas::1247|2529
180728::Megan Paul::1573
180738::Bob Eubanks::1247|2064|2953
180770::Lisa Gerstein::118|3001|3298
180775::Kimber Riddle::1705
180778::Jimmy Johnson::2335
180786::Patrice Jones::218
180822::Robert Hawkins::3464
180830::Kurt Bryant::3439
180838::Brian Simpson::1750
180855::Marvin Ishmael::325|402
180870::Nahanni Johnstone::1857|3270
180873::Shanly Trinidad::3553
180878::Michael Copeman::986|1433|2455|3857
180906::David Lowe::1801
180916::Markus Parilo::64|747|1483|3275
180917::Michael A. Miranda::172
180920::Christopher Lee Clements::2772
180933::Domenico Fiore::2022
180934::Michael Caruana::317
180937::Allegra Fulton::549
180939::Danielle Brett::2279
180943::John Gilbert::1986
180955::Kelley Grando::2778
180959::Dominique Hulin::718
180976::Tony Amoni::3355
180979::George Chiang::747
180996::Desmond Campbell::2126|3005|3510|3898
181010::Shaun Austin-Olsen::1003|3593
181018::Sandi Stahlbrand::1422|2315|3795
181020::Glenn Bang::172|1603
181028::Chris Gillett::1422|2195
181034::Mark Smith::1060
181044::Andy Henderson::2125
181067::Ken Medlock::1863
181081::Jussie Smollett::505|2082
181093::Mark Rickard::1888
181133::Randall Bosley::810
181154::Donna Pieroni::2291|2500
181203::Brian Moll::393
181214::Ada Nicodemou::2571
181247::Tyrone Benskin::1328|1718
181297::David Lipman::453|2290|2295
181299::Keith Reddin::203|2025|2797
181312::Jayne Haynes::3105
181323::Roger Serbagi::2471
181343::Begonya Plaza::6|2476
181359::Gregory Porter Miller::1687
181397::Mike Timoney::1376
181434::Patricia Childress::1784
181452::Kix Brooks::408
181454::Ronnie Dunn::408
181455::Vince Gill::368|408
181465::Caitlyn Jenner::3240
181486::Joe Baker::48|231|520
181502::Michele Graff::3481
181527::Ashlee Levitch::1750|2485
181553::Dylan Boersma::2961
181575::Brandt Wille::3786
181590::Kylee Cochran::3563
181607::Andrew Benne::1285
181625::Michael Sollenberger::3665
181627::Christopher Beam::502
181661::Josh Wolford::840
181693::Bobby Short::453|2999
181719::Adam Weisman::65
181757::Richard Anthony Crenna::3697
181758::Frankie Ray::3276
181785::Breon Gorman::2039|2393
181836::Jed Rhein::3225
181851::Amy Hathaway::350|647
181863::Rebecca Street::2500
181876::Daniel Raymont::1690
181891::Lionel Richie::1363
181934::Al Sharpton::3943
181949::Frank Rice::3629
181975::Mark Curry::297|1661|1917
181994::Eric Gilliom::3360
182062::Caroline Harker::272
182110::Cliff Parisi::1689
182136::Roger Floyd::336|2676|3950
182162::Morgan Englund::3574
182177::Brittany Alyse Smith::239
182192::Robert Williams::3805
182210::Dan Bell::1552|3254
182243::Jeff Cadiente::188|353
182287::John Barrowman::2194
182347::Rick Snyder::185
182372::Michael Skewes::457|836|1053
182416::Laura Waterbury::1257|2054|2261
182515::Susan Swift::891|1331
182556::Lou Thornton::366
182560::Darryl Strawberry::3272
182574::Brooke Alderson::257|2945
182576::Jack O'Leary::2005|2615|2929|3715
182584::Eve Roberts::448
182590::Raleigh Bond::2855|3529
182594::Fran Robinson::2397
182600::Christopher Bradley::3903
182617::Geoffrey Owens::371
182691::Ron Johnson::3248
182715::Wonderful Smith::1288
182726::Patricia Wilson::788
182851::Gary Friedkin::2255|3048
182900::Zachary Ansley::2077
182931::Simon Webb::104
182946::Douglas O'Keeffe::38|172|1422|1433
182948::Byron Lawson::2540
183017::Jo Bates::662
183057::Mary McNeal::2719
183147::Ciaran Madden::2106
183148::Rachel Fielding::580
183154::Zoltán Gera::812|3720
183165::Pip Donaghy::2117
183176::Mark Frankel::1564
183191::Nicola Duffett::1755|3260
183207::Peter Barkworth::1272|2437|3366
183218::Ralph Nossek::578|613|1040|1199
183230::Mara Brock Akil::450
183255::Big Pun::3750
183289::Alexander Kirkland::3038
183404::Carole Androsky::1438|3020|3037
183407::Jamie Alexis::2829
183439::Ahmed Ahmed::494|1060
183500::Tricky::1527
183507::John Eric Bentley::371|2347|3130|3398|3524
183516::Michele Goodger::261|3387
183517::Gina Belafonte::869
183566::Marshall Crenshaw::2469|3478
183587::Gene Sheldon::2017
183640::Danny Darst::535|593|2583
183653::Bernie McInerney::11|1113
183665::Jodi Russell::569
183716::Ingrid Beer::1393
183785::Nicholas Le Prevost::1898|2396
183799::Linda Beckett::1041
183814::Jefferson Mays::1896
183834::Carleton Hobbs::965
183838::Emmy Laybourne::2723|2907
183856::Harper Flaherty::1219|2389
183858::Victoria George::3487
183871::Aly Wassil::1331
183879::David Dundara::3426
183902::Patrick Tuttle::203
183907::Pamela Shaddock::2261
183923::David Paul Francis::1538
183930::William Marsh::2028|2605|3562
183968::Kenny Call::3699|3727
184007::Sabrina Wiener::243
184008::Martin Davidson::3590
184030::Jason Marin::1270|2081
184106::Sam Sarkar::266|1981
184116::R.J. Knoll::161|164|1427
184121::Dennis Garber::161|555|3006
184162::Coley Sohn::2926
184180::Cam Neely::231|2114|3515|3752
184185::Cory Oliver::2060|2169
184215::Erick Weiss::397
184217::Vincent Irizarry::2476
184250::Elisabeth Granli::1617|2154|3317
184325::Ari Barak::208|1623
184329::Tom Watson::1728|1872|2695
184330::Gary Schwartz::551|3036
184340::Akuyoe Graham::2706
184361::Brigitta Stenberg::2849|3268
184378::Cu Ba Nguyen::3448
184388::Quancetia Hamilton::885|2434
184400::Graeme Campbell::3093
184436::Anne Marie Howard::2860
184459::Jillian McWhirter::2298
184481::Cynthia Dale::3072
184488::Albert Schultz::990|2884
184498::Jonathan Ward::458|3844
184560::Alicia Leigh Willis::2597
184571::Lossen Chambers::126|2563|3705
184573::Claire Riley::1731
184604::Jack Harris::2649
184619::Guy Rennie::2664
184636::Rand Harper::904|915
184686::John Barclay::2009
184691::Darlene Tompkins::3600
184757::Patricia Duff::2262
184770::Danny Stone::2716
184781::Darwyn Swalve::2383|2476
184792::Gene Hartline::315|1518|2242|2401|2478
184793::Jane Hallaren::2917
184796::Paunita Nichols::2510
184834::Ty O'Neal::1005|1726|2042
184862::Frederick Jaeger::728|1291|3215
184868::Ian Black::2077
184881::John Savident::26|331|515|1206
184883::Raymond Young::2947
184892::Nicholas Selby::272|2768
184894::Rex Robinson::2643
184946::Sarah Lawson::3875
184970::Michael Kilgarriff::2140
184980::Burnell Tucker::1196|1258|1350|2377|3555
184981::Edwin Richfield::1287|3658|3659|3878
185033::Gordon Sterne::1275|1321|2928
185085::Vito Rezza::2307
185091::Debra McGrath::1857|2086
185092::Simon Sinn::172|325|463
185100::Tannis Burnett::310
185102::Jackie Richardson::801|885|990|1677
185109::Marlow Vella::172|2307
185111::Jefferson Mappin::1266|3434
185116::Marilyn Boyle::38
185124::Timm Zemanek::986|3128
185125::Arthi Sambasivan::172
185133::Warren Sulatycky::172
185147::Sam Moses::2133|2716
185149::Rufus Crawford::108
185154::Vincent Marino::216|1003|1753
185165::Pedro Salvín::1463|1468|3484
185166::Scot Denton::2451|3556
185177::Les Porter::2978
185178::Laura Catalano::317|2188
185183::Dave Nichols::734|1753
185224::Roland Gift::1395
185225::Julia Stemberger::739|2106
185226::Fred Pearson::299
185257::Daniel Breton::302|2278
185265::Louise Vincent::1277
185282::Dorian Joe Clark::842
185296::Charles Maquignon::2793
185315::Paudge Behan::385
185316::Jacques Ciron::1295|3378
185343::Patrick Burgel::718
185348::Guy Amram::1467
185354::Jesse Joe Walsh::1497
185385::David Gabison::718|1406
185391::Geoffrey Bateman::2697
185395::Michel Scourneau::718
185399::Aaron Swartz::2605
185402::Paul Bandey::718|1896
185414::Justina Vail Evans::1620|3574
185422::Gunilla Karlzen::620
185426::Rowena Cooper::1755
185427::Benedick Blythe::1619
185437::Maria McDermottroe::3179
185454::Wiley Harker::81|2966
185464::Tilly Vosburgh::98
185512::Donald Moore::2076
185529::Theresa Lynn::1476
185608::Janet Bushor::1805
185731::Lawrence Taylor::2335|3173
185773::H. Jon Benjamin::2171
185805::Jason Jones::3898
185822::David Hounslow::1689|2962
185826::Rhian Morgan::660
185847::Peter Crook::433|3185
185885::Maureen Bennett::2989
185889::Cynthia Daniel::147
185943::Antony Carrick::3302|3547
185950::Rufus Collins::2657|3550
185955::Neil Kennedy::1162
185960::Leon Lissek::1044|1295|2968
185968::Jeremy Hawk::2336
185999::Louis Mahoney::1755
186018::Jack Elliott::3880
186025::Deirdre Costello::1641|2313
186026::Rod Culbertson::892|2336
186030::Fraser Cains::468
186032::Colin McCormack::168
186043::Kevin Brennan::3379|3947
186048::Astrid Frank::1001
186070::Peter Cartwright::1293
186108::Ian Redford::515
186141::Arnold Lee::2193
186142::Chai Lee::2989
186157::Jon Cartwright::1675
186191::Anthony Douse::3547
186212::Hal Galili::2641|2944|2947
186229::Barry Copping::260
186272::Aimée Delamain::2399
186300::Sarah Neville::751
186311::Christopher Fitzgerald::3298
186336::Patsy Garrett::3672|3674
186373::Shaw Madson::3484
186389::Richard Clifford::35|273|497|1224|3719
186391::Pablo Scola::1181|2489
186418::Mark Gerber::537
186477::Jay Saussey::2173
186490::Ronn Sarosiak::1483
186491::Christopher Marren::3857
186526::Patrick McGaw::147|560|1114|1563
186539::Richard Binsley::3945
186573::Zack Duhame::57|719
186614::Cody Dorkin::1|186|332
186655::Jo Farkas::327|3043
186698::Andrew Hill Newman::1457|2002
186759::Rossie Harris::2791
186769::Shawn Phelan::1821
186806::Rachel Chagall::627
186808::Gregg Rogell::1753
186816::Marion Ramsey::2378|2379|2380|2381|2382|2383
186977::Suzi Dougherty::1493|3329
187014::Laura Keneally::1748
187038::David Webb::34|636
187055::Bruce Myles::3211
187073::Max Fairchild::3702
187100::Carolyn Bock::2698
187133::Jenny Lovell::1913
187134::Bob Hornery::3704
187164::Kris Bidenko::723
187258::David Anthony::160
187370::Roger Neave::2618
187508::Mary C. Hammett::2307|3005
187523::Bill Mitchell::3877
187536::Monica Steuer::2916
187591::Nicolas Salgado::3857
187608::Daniel Stewart::1389
187621::Clark Jackson::3823
187670::John Henry Redwood::62|1187|3688|3743
187678::Marni Nixon::914|1032|1035|1907|1947|2565
187683::Fenton Lawless::766|831|1608|2906
187701::Michael Collins::2947
187930::David Wu::446|1514
187952::Wiley Moore::1468
187971::Archie MacGregor::2964
188049::Lonnie Farmer::2446|3148
188138::Sam Hearn::963
188165::Joel Weiss::160
188167::Bushwick Bill::732
188198::Yonda Davis::351|366
188212::Elston Ridgle::1526|2827
188216::Sondra Spriggs::1427|1862
188244::Pamela Stewart::149|1236
188274::Leo Lee::44|387|533|849|1472|1584|1769|3740
188313::Irene Longshore::3186
188352::Brian Beegle::1863
188363::Brad Wilson::810
188368::Ryan Todd::485|3087
188377::Daniel Riordan::1359|2249
188401::Dermot Morgan::3523
188402::Ardal O'Hanlon::1699
188426::Gerry O'Brien::1629
188433::Mal Whyte::110|991|1412|3570
188440::Joe Gallagher::1910
188452::Jimmy Keogh::110|385|1180|1412|1629|2359|3259
188457::Patrick Kavanagh::1204
188468::Pat Laffan::148|1180|1185|1479|2425|2730
188478::Birdy Sweeney::1094|1699
188516::Nosher Powell::2193|2951
188526::Stan Bly::1784
188559::Brent Musburger::2335|2409
188609::Kevin Hare::1988
188628::Donna Goodhand::3793
188642::Bruklin Harris::31|877|3128
188694::Mark Beltzman::216|586|1556|1613
188707::Christopher Stapleton::2860
188721::Christopher Cooke::1236|2189
188722::Charles Murphy::1340
188728::Timothy Jerome::252|1057|1701|3370
188773::David Lea::1756|3563
188857::Michael Klesic::39|719
188934::Cameron Labine::261
188947::Jenn Griffin::2774
188960::Tara Frederick::1266
188983::Maria Herrera::2881
189060::Spike Sorrentino::3715
189104::Chad Bonsack::42
189120::Karen Prell::1967|2083|3398
189128::Lianna Pai::846|984|1113|2334
189134::Judy Kerr::3576
189141::Jack Lynch::1482
189160::Patricia Scanlon::149|846
189162::Dale Jacoby::1370
189185::Thomas Hobson::2681
189256::Maureen O'Brien::1898|3353
189281::Philip Voss::357
189298::Neil Wilson::1206|2863|3878
189313::Ernesto Macias::3482
189367::Glyn Houston::3137
189425::Gary Cady::2349
189427::Gawn Grainger::660|1794
189430::Roger Brierley::1079|2414|2641
189433::Sion Tudor Owen::1275|1539|3047
189445::Robert Jezek::1590
189458::Maria Porter::1904
189482::Elizabeth Lindsey::2171|2540
189512::Scott Strader::2420
189613::David Reid::2542
189624::Isabelle Mejias::3042
189633::Linda Goranson::2451
189644::Harvey Chao::2381
189664::Beatrice Boepple::1972
189665::Angela Gann::2453
189666::Dana Still::2881
189679::Dwight Koss::2453
189684::John Hainsworth::3409
189718::Jeffrey Ballard::3354
189719::Christine Willes::2339
189721::Miho Nikaido::846|1904
189734::Alpheus Merchant::1580
189740::Troy Bishop::1407|1958
189747::Anna Köhler::2251
189756::Martin Pfefferkorn::1541
189758::Brian Powell::3481
189761::David Copperfield::2689
189816::Joe Cirillo::2100|2716|3432
189818::Court Benson::2804
189826::Robert Cawdron::2187|3406|3640
189827::Frederick Schiller::2730|2944
189830::Howard Pays::3405
189847::Derek Sydney::3406
189856::Frank Sieman::2634
189872::Mona Chong::3633
189909::Ross Benjamin::489|1810
189921::Moya Brady::92|126|571|2697
189993::Gregg Vance::834
190040::Mark Nelson::830|1974
190046::Cary Lawrence::2126
190049::Jacklin Webb::3239
190060::Eric Hoziel::2126|3537
190065::France Castel::1733
190067::Philip Pretten::3537
190119::Warner Shook::3016|3805
190167::John Walsh::2170
190185::Rochelle Ashana::2868
190193::Roger Nolan::3709
190194::Jorge Gil::2407
190204::Andrew Rhodes::2456|3937
190237::Adam Mills::1525
190391::Patricia Routledge::3296
190439::Peter Porteous::2377
190455::Alibe Parsons::1200
190461::Kate Fitzpatrick::1832
190467::John Fountain::2344
190512::Cyril Cross::2135
190572::Jeremy Hotz::1556|2498
190626::Morné Visser::3191|3647
190653::Jason Willinger::239
190678::Joseph Romanov::2890
190704::Worthington Miner::3284
190760::Colette Jackson::3634
190772::David Hughes::1226|3095
190775::Cliff Lyons::1287
190776::Bob Morgan::3368
190781::Jose Gonzales-Gonzales::2050|3869|3934
190792::Leonard Graves::2669
