1::George Lucas::260|2628|3363
116607::Stephen Poliakoff::607
116653::Lance Mungia::2275
116799::Greta Schiller::1315
117075::Henry Jaglom::84|776|895|2175
117808::Marcus DeLeon::847|1557
118020::Jacques Doillon::1545
118441::Murray Lerner::1420
118472::William T. Hurtz::2800
119232::Tom Noonan::496|864
119294::Abbas Kiarostami::1859
119310::Annette Haywood-Carter::835
119324::Adrian Brunel::2217
120218::John Roberts::1806
120226::Mohsen Makhmalbaf::1575
120229::Jafar Panahi::80
120515::Theodore Witcher::1477
120685::Lionel Coleman::3851
120870::Paul Miller::1456
121585::Raúl Ruiz::1143|2326|3749
121643::Stephen Verona::3590
121760::David Beaird::3491
121829::Barnet Kellman::1843
122016::Carlo Lizzani::3416
122449::Steve James::246|1442
122583::Bryan Gordon::129
122728::Charles Matthau::767
122842::Rich Christiano::2547
122944::Steve Gordon::3524
123150::Mike van Diem::1860
123827::Frédéric Mitterrand::1087
124092::Lisa Krueger::862|3562
124237::Stephen Quay::729
124238::Timothy Quay::729
125340::Yuri Mamin::598
125543::Michael Lindsay-Hogg::131|1705
125934::Gaylene Preston::727
126125::Bill Plympton::2189
127027::James Moll::2494
127283::Cyril Collard::526
127716::Robert Young::1425
128107::Gianni Amelio::53
128947::Jeremy Kagan::2077
129216::Theodore Thomas::398
129534::Art Clokey::244
129708::Stacy Cochran::703
129941::Alan Shapiro::711|3835
130030::Chantal Akerman::3874
130222::André Charlot::2217
130424::Rafal Zielinski::3463
130816::Jesse Peretz::2127
130938::Sergei Bodrov::1450|3647
133183::Robert Lee King::3830
133259::Arthur Hiller::867|1853|2752
133420::Clare Peploe::1549
134026::Huang Jianxin::601
134146::Myles Connell::3860
134156::Sam Miller::2569
134205::John Francis Sullivan::1115
134639::Jim Goddard::3390
135163::Susan Streitfeld::1312
137213::Chris Browne::3541
137392::Nickolas Perry::1471
138167::Peter Duffell::3047
138322::Victor Nuñez::523|1633
138653::Brian Evans::1764
138736::David Rocksavage::1716
139593::Jorge Fons::1741|1795
139874::Hype Williams::2332
140354::Ulu Grosbard::55|2546
141310::Ulrike Koch::2129
141450::Mel Smith::513|1665
141824::George Jackson::3774
141825::Rusty Cundieff::330|449|1532
141967::Benito Zambrano::3894
142513::Emma-Kate Croghan::1493
142526::Robert Cormack::3775
142603::Julie Dash::3374
143279::Peter Sellars::2251
143463::Dave Fleischer::2899
143561::Sam Taylor::3023
144044::Herbert Blaché::3231
144045::Winchell Smith::3231
144130::Michael Covert::1102
144256::Herb Gardner::1317
144277::Fina Torres::3909
145134::Jill Sprecher::1875
145304::Udayan Prasad::744|2697
145605::Harry Beaumont::1926
146225::Silvio Narizzano::2254
146847::Pontus Löwenhielm::3323
146848::Patrick von Krusenstjerna::3323
147671::Carlos Ávila::3482
148084::Alfonso Albacete::3227
148100::Donal Lardner Ward::3001
148119::Phillip Borsos::238|2086
148455::Ziad Doueiri::2839
148601::Don Weis::3924
148772::Miguel Bardem::3227
148849::Victor Schertzinger::975
149082::Monika Treut::3278
150184::James Young::3517
150641::Gary Halvorson::2886
151166::Frédéric Fonteyne::3855
151750::Bernard McEveety::2895|3607
157879::Alison Maclean::3747
158634::Suri Krishnamma::385
159767::John L'Ecuyer::1146
161858::David Raynr::2623|3454
162102::Myles Berkowitz::2492
168200::Jason Freeland::3352
171000::Joe Mantello::1535
171042::Steve Cohen::591
172993::Rose Troche::461|2837
173004::Clement Virgo::629
173607::Bruce Paltrow::3901
173686::Anthony Drazan::2435
176246::Kevin Yagher::611
178486::Jeffrey Bloom::1335
179609::Nigel Finch::831
179616::Richard Spence::3282
180597::James Bruce::109
180868::Clay Borris::1990
181826::Shirley Barrett::1585
183036::Doug Ellin::834|1854
184475::Mort Ransen::114
186518::Jeff Blyth::2039
186758::Jon Sherman::1314
187067::David Allen::3661
193390::Jon Matthews::3903
195399::Madhur Jaffrey::3288
196823::David Gumpel::107
201165::Terry Sanders::2930
201278::Susanna Styron::2293
203953::Eric Simonson::3598
205639::Jim McKay::877
206549::Scott Reynolds::1891
212165::Chris Eyre::1914
213613::Lynn Hershman-Leeson::3293
219492::Ed Herzog::644
220152::Paul Williams::401
222216::Laetitia Masson::1555
222238::Joshua Meador::3775
222441::Bud Greenspan::2627
223312::Chuck Parello::2158
223825::Freida Lee Mock::759|2930
225065::René Bonnière::226
225140::Maurizio Nichetti::819
225898::István Szabó::2075|3720
225945::Javier Elorrieta::3458
226493::Sandra Goldbacher::2062
226513::Abbe Wool::3495
226599::Norman Ferguson::596|1024|1029|1282|3611
226963::Ray Müller::363
227875::John G. Young::1309
228338::Alessandro Blasetti::1260
228797::Richard Kwietniowski::1794
229097::Lionel C. Martin::1640
229263::Benoît Jacquot::1116|2063|2544
229519::Thom Fitzgerald::1879|2960
230059::Matty Rich::476
230320::Todd Verow::636
232119::Izidore K. Musallam::875
233108::Jasmin Dizdar::3302
234358::Leslie Woodhead::2627
234793::Yves Angelo::389
236362::Alain Tanner::3473
239418::Darren Stein::2500
240071::Louis Saïa::1698
240364::Richard Gordon::787
240366::Carma Hinton::787
252740::Leone Pompucci::856
252806::Christopher Ashley::171
253869::Tamar Simon Hoffs::2244
258199::Michael Martin::1886
259792::Gustavo Graef-Marino::1134
260050::David Menkes::3227
261271::Maurice Joyce::2566
262055::Robert Meyer Burnett::2681
262130::Mel Chionglo::794
263975::Bradley Battersby::2592
264113::Tanya Wexler::2679
275022::Harve Foster::2099
523675::Jack O'Connell::859
526847::Leonid Boyko::1871
532207::Vincent Robert::397
533977::John Patrick Kelley::1628
543550::Julian Goldberger::3187
543662::Viacheslav Kryshtofovych::1871
544331::Gyula Gazdag::792
548480::Mark Lewis::243
549024::Lance Young::987
551883::Andrew J. Kuehn::2689
554095::Chi Muoi Lo::3883
554474::John Pieplow::2298
558905::Craig Lahiff::1832
559559::Marshall Neilan::3132
559920::Richard Wherrett::658
563031::Milton Moses Ginsberg::3542
564042::Larry Morey::594
564791::Gabriel Barylli::739
568291::John Johnson::1847
584483::René Gainville::1001
585004::Aileen Ritchie::3353
586698::Matthew Harrison::1622
587603::Keisuke Kinoshita::854
588623::Douglas Keeve::206
588701::Des McAnuff::1896|3754
589173::Berit Nesheim::3817
592762::Lucian Pintilie::790
612525::Kurt Miller::1145
617183::P.J. Castellaneta::2545
621628::David Van Taylor::1123
772490::Julian Johnson::3297
923620::Károly Makk::2760
928583::Hugo van Lawick::1106
931244::Jack Hulbert::2217
931600::Parris Patton::3193
932368::Russ Hexter::1138
932805::Stefan Schwietert::1443
932993::Jamaa Fanaka::2954|2955
933201::Martine Dugowson::1163|3009
935840::Rick Roessler::3026
938945::Gregor Nicholas::1519
939320::Michael Kreihsl::1109
940684::Brett Thompson::722
941809::George Haas::2589
942084::Mark Illsley::2891
952327::Larry Leker::631
965039::Hal Prince::3419
974388::Hal Salwen::633
974699::Jonathan Darby::1798
974866::Mo Ogrodnik::1522
980223::Yvan Le Moine::2685
990400::Victoria Foyt::776
992802::J. Elder Wills::3382|3383
994323::Kayo Hatta::301
998589::John Swanbeck::3566
1006705::Eva Sereny::572
1006852::Iara Lee::1039|2198
1009298::Goran Paskaljević::768|2830
1012097::Jon Jost::3531
1016047::Robert DeFranco::2556
1016352::Angela Pope::712|1504
1018072::Adam Abraham::2999
1021557::Daphna Kastner::2489
1027277::Christina Andreef::3410
1030415::Susan Skoog::1922
1031288::Tiffanie DeBartolo::1902
1032175::Seth Zvi Rosenfeld::1510
1033866::Deborah Warner::3570
1035941::Theresa Connelly::2007
1038016::Nina Menkes::1165
1038645::Susan Muska::3281
1038646::Gréta Olafsdóttir::3281
1042212::Thomas C. Grane::780
1043813::Evan Dunsky::2317
1044284::Férid Boughedir::625
1046169::Pat Verducci::695
1058100::Cindy Sherman::1715
1058138::Peter M. Cohen::3597
1059880::Ildikó Enyedi::812
1062093::Carol Frank::3941
1063201::Chris Newby::983
1065346::Adam Collis::3866
1066960::María Luisa Bemberg::584|789
1069294::James F. Robinson::1874
1074750::Mikael Kristersson::3237
1077287::Eugene Corr::2345
1077999::Mark Rappaport::136
1078811::Yvonne Rainer::1568
1079380::Djibril Diop Mambéty::773
1080036::Michael Blakemore::687
1080040::Jean Bach::602
1080308::John Rubino::843
1080309::Susanne Ofteringer::77
1080311::Sandip Ray::139
1080611::Susan W. Dryfoos::1144
1080873::Victor Mignatti::3131
1081886::John C. Walsh::1002
1083461::Anna Maria Tatò::1071
1085268::William Roth::2680
1086825::Gunvor Nelson::3687
1086972::Peter Cohn::1119
1094239::Ford Beebe Jr.::1282
1096170::Sam Henry Kass::1098
1109913::Dick Zondag::3400
1110434::Patrice Toye::2825
1112331::Zheng Jun-li::857
1112606::Linda Kandel::2619
1115333::Bruce LaBruce::1137
1119483::Peter Peake::720
1119834::Dave Alex Riddett::720
1120414::William Porter::3138
1121922::Gabriele Crisanti::2027
1124024::Temístocles López::1110
1129542::Gerald Seth Sindell::3804
1142481::Paul Warner::396
1143633::Julia Dyer::1553
1146748::Robert Sahakyants::2769
1153142::Gaston Kaboré::774
1153467::Isabella Sandri::1577
1155073::John Ruane::868
1174031::George T. Miller::577|1426|2162
1175207::Tom DeCerchio::710|1471
1177451::Jean-Pierre Bekolo::772
1177777::Alex Graves::821
1178751::Koji Hashimoto::2364
1179593::Aiyana Elliott::3880
1183661::Steven Maler::3856
1184213::Philip Frank Messina::2811
1190670::Val Lik::3750
1195866::Peter George::2164
1196269::George Gage::1448
1196271::Beth Gage::1448
1202000::Daniel J. Sullivan::1384
1212571::Jerry Ciccoritti::559
1213162::Todd Holland::1855
1214034::James D. Parriott::2350
1214396::Scott Winant::779
1214641::Millicent Shelton::1776
1215282::Lynne Stopkewich::1502
1219210::Mark Piznarski::3453
1230252::Peter Howitt::1680
1230367::Mina Shum::341
1232954::Lee David Zlotoff::848
1237175::Rob Walker::3899
1244465::Richard Starzak::720
1258297::Dariusz Jabłoński::2595
1258717::Joseph Papp::2820
1265554::Luis Cook::720
1276348::Peter Shaner::871
1281227::Manuela Viegas::2479
1284919::Scott Michell::1578
1285121::Jakov Sedlar::143
1286930::John O'Hagan::1657
1311102::Julian Henriques::3411
1335917::Tina Valinsky::3290
1351146::Caroline Thomas::2270
1352792::Seth Michael Donsky::1723
1354907::Rémy Duchemin::576
1364800::Milcho Manchevski::214
1382436::Lucas Platt::399
1385254::Ross Kagan Marks::400
1388631::Rick Castro::1137
1415878::Sharon Pollack::1139
1435164::David Mitchell::1433
1455472::Aviva Kempner::3188
1464511::John Forte::3829
1468019::Allan Miller::985
1487726::Philip Goodhew::1528
1488665::Christopher C. Frieri::1434
1495632::Martin Donovan::1400
1511795::Hugh Croise::2230
1519118::Don Featherstone::853
1547332::Paul Murray::2217
1585647::Betty Kaplan::713
1597203::Tom Donaghy::1471
1601536::Vaughn Christion::2608
1661328::Barry Caillier::699
1667069::Kang Jung-soo::3631
1673596::Steve White::1324
1693752::Harold Whitaker::610
1726049::Rafael Moleón::890
1742070::Toshiro Uratani::3000
1773189::Jack Stokes::610
1879400::Barrie Nelson::610
1903661::Peter Speek::1145
1957725::Scott Elliott::3128
2021909::Anna Thew::1738
2036264::Don Paul::3483
2045994::Jerzy Kaszubowski::142
2064794::Purusha Larkin::796
2135236::Vern Oakley::623
2219290::Aaron Speiser::1133
2338436::Bengt von zur Mühlen::604
2455813::Anne Haugsgjerd::1316
2606020::Danny Hoch::3582
2888351::Julian Harris::610
2892574::Bruce Minnix::2820
2963248::Joel B. Marsden::1708
3015258::Helen De Michiel::672
3057671::Michael Boyce::3790
3057672::Sandra Dametto::3790
3777692::Goetz Grossmann::1706
4572225::Monika Harris::1709
